questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,service_type,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12707043,835327700,Recreation Assistant (Fitness),FFR25-0275,Department of the Navy,189,Recreation Aid And Assistant,2025-06-19 00:00:00.000,2025-07-31T23:59:59.9970,"Singapore, Singapore",NF-2,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.986298
https://apply.usastaffing.gov/ViewQuestionnaire/12726719,835348200,Transportation Security Officer,12726719 PIR-PT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-06-12 10:48:32.583,2025-08-13T23:59:59.9970,"Pierre, South Dakota",SV-D,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.986640
https://apply.usastaffing.gov/ViewQuestionnaire/12724398,835514500,Registered Nurse (RN) - Emergency Department (Days/FT),CAZP-12724398-25-LFC,Department of Veterans Affairs,610,Nurse,2025-06-27 17:09:03.563,2025-07-08T23:59:59.9970,"Milwaukee, Wisconsin",VN-00,"Variable start times.  Day Shift, with rotation to off tours.  Rotating weekends and holidays.",Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.987150
https://apply.usastaffing.gov/ViewQuestionnaire/12724123,835546100,Recreation Aid (Community Recreation),FFR25-0288,Department of the Navy,189,Recreation Aid And Assistant,2025-06-03 00:00:00.000,2025-12-31T23:59:59.9970,"Pusan, South Korea",NF-1,"FLEXIBLE, May work between 0-40 hours/week depending on facility needs",Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.987312
https://apply.usastaffing.gov/ViewQuestionnaire/12727911,835546400,Visual Information Specialist (Graphic Designer),25-7NFSK815202,Department of the Air Force,1101,General Business And Industry,2025-06-11 00:00:00.000,2025-07-25T23:59:59.9970,"Spangdahlem, Germany",NF-3,(35-40 hours per week),Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.987510
https://apply.usastaffing.gov/ViewQuestionnaire/12728450,835631800,CUSTODIAL WORKER SUPERVISOR (HOUSEKEEPING),25-5NFSV817078,Department of the Air Force,3566,Custodial Working,2025-06-27 11:01:23.207,2025-07-20T23:59:59.9970,"McGuire AFB, New Jersey",NS-1,This is a Regular Position (can work 20-40 hours per week).,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.987691
https://apply.usastaffing.gov/ViewQuestionnaire/12728771,835676000,CUSTODIAL WORKER JANITOR,25-5VFSVL00816269,Department of the Air Force,3566,Custodial Working,2025-06-26 13:54:44.113,2025-07-06T23:59:59.9970,"Seymour Johnson AFB, North Carolina",NA-2,May work 0-40 hours per week depending on the needs of the facility,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.987871
https://apply.usastaffing.gov/ViewQuestionnaire/12728502,835709200,CHILD CENTER PROGRAM ASSISTANT (Multilevel) 500 Recruitment Bonus - DIX,25-5NFSY817263,Department of the Air Force,1702,Education And Training Technician,2025-06-11 00:00:00.000,2025-07-20T23:59:59.9970,"Fort Dix, New Jersey",CY-1/2,This is a Flexible Position (can work 0-40 hours per week).,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.988071
https://apply.usastaffing.gov/ViewQuestionnaire/12730490,835981200,BARTENDER,25APR5YREDDINB818139,Department of the Air Force,7405,Bartending,2025-06-23 16:15:19.447,2025-07-07T23:59:59.9970,"Vance AFB, Oklahoma",NA-5,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.988247
https://apply.usastaffing.gov/ViewQuestionnaire/12730441,836043100,Food Service Worker (Cashier),25-4YFSWC12730441,Department of the Air Force,7408,Food Service Working,2025-06-27 11:41:13.007,2025-07-11T23:59:59.9970,"Fairchild AFB, Washington",NA-2,Flex - Guaranteed 0-40 hours per week; depending on the needs of the facility,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.988442
https://apply.usastaffing.gov/ViewQuestionnaire/12730464,836044100,Cook,25-4YFSWC12730464,Department of the Air Force,7404,Cooking,2025-06-27 11:23:04.373,2025-07-11T23:59:59.9970,"Fairchild AFB, Washington",NA-4,Flex - Guaranteed 0-40 hours per week; depending on the needs of the facility,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.988632
https://apply.usastaffing.gov/ViewQuestionnaire/12730506,836044800,Bartender,25-4YFSWC12730506,Department of the Air Force,7405,Bartending,2025-06-27 11:35:35.920,2025-07-11T23:59:59.9970,"Fairchild AFB, Washington",NA-5,Flex - Guaranteed 0-40 hours per week; depending on the needs of the facility,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.988875
https://apply.usastaffing.gov/ViewQuestionnaire/12728852,836068500,Clinical Nurse Manager Outpatient Mental Health,CBSW-12728852-25-GC,Department of Veterans Affairs,610,Nurse,2025-06-03 00:00:00.000,2025-07-16T23:59:59.9970,"Fresno, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.989162
https://apply.usastaffing.gov/ViewQuestionnaire/12727904,836076700,CYP ASSISTANT,FFR25-0438,Department of the Navy,1702,Education And Training Technician,2025-06-03 00:00:00.000,2025-12-31T23:59:59.9970,"Chinhae, South Korea",CY-1,FLEXIBLE: May work between 20-39 hours/ week depending on facility needs.,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.989420
https://apply.usastaffing.gov/ViewQuestionnaire/12732225,836290700,Cook Leader,25-4YFSWC12732225,Department of the Air Force,7404,Cooking,2025-06-24 13:48:14.577,2025-07-08T23:59:59.9970,"Fairchild AFB, Washington",NL-6,Guaranteed 20 hours a week; may work up 34 hours a week - depending on the needs of the facility,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.989642
https://apply.usastaffing.gov/ViewQuestionnaire/12731446,836626600,Recreation Assistant (Outdoor Recreation),FFR25-0461,Department of the Navy,189,Recreation Aid And Assistant,2025-06-23 00:00:00.000,2025-07-31T23:59:59.9970,"Yokosuka Naval Base, Japan",NF-2,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.989839
https://apply.usastaffing.gov/ViewQuestionnaire/12734769,836720400,Recreation Assistant - Information Tickets and Travel,PEN 25-12734769,Department of the Navy,189,Recreation Aid And Assistant,2025-07-02 00:00:00.000,2025-07-16T23:59:59.9970,"Pensacola, Florida",NF-2,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.990066
https://apply.usastaffing.gov/ViewQuestionnaire/12736106,837130400,Cook,FFR25-0474,Department of the Navy,7404,Cooking,2025-06-19 00:00:00.000,2025-07-18T23:59:59.9970,"Sasebo Naval Base, Japan",NA-4,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.990587
https://apply.usastaffing.gov/ViewQuestionnaire/12737616,837224700,Dietitian (Clinical),CBTF-12737616-25-JLD,Department of Veterans Affairs,630,Dietitian And Nutritionist,2025-06-23 00:00:00.000,2025-07-07T23:59:59.9970,"Martinsburg, West Virginia",GS-9/11,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.990877
https://apply.usastaffing.gov/ViewQuestionnaire/12728116,837377900,Logistics Management Specialist,SDDE257861838116R5,Department of the Army,346,Logistics Management,2025-06-13 00:00:00.000,2025-07-07T23:59:59.9970,"Granite City, Illinois",GS-9,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.991263
https://apply.usastaffing.gov/ViewQuestionnaire/12740766,837430800,Wildland Firefighter - Direct Hire Authority,DHA-25-12740766-CBXH-DN,Department of the Interior,456,Wildland Fire Management,2025-06-24 17:16:48.493,2025-07-09T23:59:59.9970,"Albuquerque, New Mexico",GS-6,Seasonal,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.991528
https://apply.usastaffing.gov/ViewQuestionnaire/12740842,837434100,Wildland Firefighter - Direct Hire Authority,DHA-25-12740842-CBXH-DN,Department of the Interior,456,Wildland Fire Management,2025-07-03 15:02:19.157,2025-07-18T23:59:59.9970,"Albuquerque, New Mexico",GS-6/7,Seasonal,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.991786
https://apply.usastaffing.gov/ViewQuestionnaire/12736396,837460800,Information Technology Specialist (Systems Administration),25-DPS-12736396,Judicial Branch,2210,Information Technology Management,2025-07-03 00:00:00.000,2025-07-17T23:59:59.9970,"Washington, District of Columbia",AD-00,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.991970
https://apply.usastaffing.gov/ViewQuestionnaire/12740905,837462900,Housekeeping/Custodial Worker,25-5VFSWOF817029,Department of the Air Force,3566,Custodial Working,2025-06-30 13:34:34.820,2025-07-13T23:59:59.9970,"Kure Beach, North Carolina",NA-2,Intermittent work schedules range from 0-40 hours per week depending on the needs of the facility.,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.992161
https://apply.usastaffing.gov/ViewQuestionnaire/12721618,837607200,Professor of Department of Defense Systems,BRFAWC250003,Department of the Army,101,Social Science,2025-06-02 00:00:00.000,2025-07-31T23:59:59.9970,"Carlisle, Pennsylvania",AD-00,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.992849
https://apply.usastaffing.gov/ViewQuestionnaire/12742765,837718400,Transportation Security Officer,12742765 BOI FT PT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-06-11 00:00:00.000,2025-07-11T23:59:59.9970,"Boise, Idaho",SV-D,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.993180
https://apply.usastaffing.gov/ViewQuestionnaire/12735515,837721500,Clinical Psychologist-ESEP/MP,IHS-25-NN-12735515-ESEP/MP,Department of Health and Human Services,180,Psychology,2025-06-23 15:32:27.090,2025-07-07T23:59:59.9970,"Shiprock, New Mexico",GS-13,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.993455
https://apply.usastaffing.gov/ViewQuestionnaire/12735516,837721900,Clinical Psychologist - DE,IHS-25-NN-12735516-DE,Department of Health and Human Services,180,Psychology,2025-06-23 15:31:55.403,2025-07-07T23:59:59.9970,"Shiprock, New Mexico",GS-13,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.993724
https://apply.usastaffing.gov/ViewQuestionnaire/12743051,837759100,Contingency Quarters Assistant Lodging General Manager (PSAB),25-5WFSR942731,Department of the Air Force,1173,Housing Management,2025-06-26 13:38:32.513,2025-07-10T23:59:59.9970,"Saudi Arabia, Saudi Arabia",NF-4,Flexible,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.993934
https://apply.usastaffing.gov/ViewQuestionnaire/12742762,837767500,Seasonal Engineering Equipment Operator,PW-1548-SR-25-12742762-DE,Department of the Interior,5716,Engineering Equipment Operating,2025-06-26 00:00:00.000,2025-07-07T23:59:59.9970,"San Francisco, California",WG-8,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.995165
https://apply.usastaffing.gov/ViewQuestionnaire/12742609,837799300,Realty Specialist,IHS-25-BI-12742609-ESEP/MP,Department of Health and Human Services,1170,Realty,2025-06-24 15:48:54.620,2025-07-08T23:59:59.9970,"Phoenix, Arizona",GS-7/11,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.995470
https://apply.usastaffing.gov/ViewQuestionnaire/12741733,837808100,Staff Psychologist - Behavioral Health Interdisciplinary Programs,CBSS-12741733-25-LH,Department of Veterans Affairs,180,Psychology,2025-06-27 09:52:56.180,2025-07-05T23:59:59.9970,"Columbia, Missouri",GS-11/13,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.996048
https://apply.usastaffing.gov/ViewQuestionnaire/12742014,837839100,CYP Assistant,FFR25-0535,Department of the Navy,1702,Education And Training Technician,2025-06-25 00:00:00.000,2025-07-09T23:59:59.9970,"Sasebo Naval Base, Japan",CY-1,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.996477
https://apply.usastaffing.gov/ViewQuestionnaire/12743739,837882500,Licensed Practical Nurse-Community based Outpatient Clinic (CBOC),CBSV-12743739-25-JM,Department of Veterans Affairs,620,Practical Nurse,2025-06-09 00:00:00.000,2025-07-07T23:59:59.9970,"Fairbanks, Alaska",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.996796
https://apply.usastaffing.gov/ViewQuestionnaire/12743740,837883000,Licensed Practical Nurse-Community based Outpatient Clinic (CBOC),CBSV-12743740-25-JM,Department of Veterans Affairs,620,Practical Nurse,2025-06-09 00:00:00.000,2025-07-07T23:59:59.9970,"Fairbanks, Alaska",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.997132
https://apply.usastaffing.gov/ViewQuestionnaire/12743762,837883800,Diagnostic Radiologic Technologist (CT),HSJT253094903762R,Department of Defense,647,Diagnostic Radiologic Technologist,2025-06-02 00:00:00.000,2025-10-02T23:59:59.9970,"Fort Belvoir, Virginia",GS-9,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.997348
https://apply.usastaffing.gov/ViewQuestionnaire/12743048,837923000,Cook (Chili's Bar and Grill),25-9NFSB857250SR,Department of the Air Force,7404,Cooking,2025-06-02 00:00:00.000,2025-08-29T23:59:59.9970,"Ramstein, Germany",NA-4,20 to 40 Hours per Week,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.997555
https://apply.usastaffing.gov/ViewQuestionnaire/12744114,837930000,Transportation Security Officer,12744114-OKC-FT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-06-02 00:00:00.000,2025-07-16T23:59:59.9970,"Oklahoma City, Oklahoma",SV-D,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.998127
https://apply.usastaffing.gov/ViewQuestionnaire/12742400,837930400,Investigative Analyst (Criminal Analyst),HSI-12742400-DHA-JG,Department of Homeland Security,1805,Investigative Analysis,2025-06-02 00:00:00.000,2025-08-31T23:59:59.9970,"Phoenix, Arizona",GS-7,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.998512
https://apply.usastaffing.gov/ViewQuestionnaire/12735959,837932400,PROGRAM ANALYST (Title 32),OK-12735959-AR-25-049,Department of the Army,343,Management And Program Analysis,2025-06-03 00:00:00.000,2025-07-10T23:59:59.9970,"Oklahoma City, Oklahoma",GS-9,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.998942
https://apply.usastaffing.gov/ViewQuestionnaire/12743511,837934000,Lead Child and Youth Program Assistant (Level 5) CY-02,C2SCNAFCY-25-12743511,Department of the Army,1702,Education And Training Technician,2025-06-02 09:33:51.243,2025-07-08T23:59:59.9970,"West Point, New York",CY-2,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:26.999170
https://apply.usastaffing.gov/ViewQuestionnaire/12744134,837937000,AIRCRAFT ENGINE MECHANIC (TITLE 32),IL-12744134-AF-25-021,Department of the Air Force,8602,Aircraft Engine Mechanic,2025-06-06 00:00:00.000,2026-06-05T23:59:59.9970,"Springfield, Illinois",WG-5/10,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:26.999366
https://apply.usastaffing.gov/ViewQuestionnaire/12743553,837939500,Staff Psychologist (BHIP),CBSX-12743553-25-JAR,Department of Veterans Affairs,180,Psychology,2025-06-02 10:24:07.790,2025-09-02T23:59:59.9970,"Phoenix, Arizona",GS-11/13,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.000096
https://apply.usastaffing.gov/ViewQuestionnaire/12743377,837939700,Staff Psychologist (BHIP),CBSX-12743377-25-JAR,Department of Veterans Affairs,180,Psychology,2025-06-02 00:00:00.000,2025-09-02T23:59:59.9970,"Phoenix, Arizona",GS-11/13,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.000379
https://apply.usastaffing.gov/ViewQuestionnaire/12744189,837939800,Transportation Security Officer,12744189 CVG PT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-06-02 00:00:00.000,2025-07-25T23:59:59.9970,"Hebron, Kentucky",SV-D,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.000780
https://apply.usastaffing.gov/ViewQuestionnaire/12744195,837940600,Transportation Security Officer,12744195-SDF-PT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-06-02 00:00:00.000,2025-08-04T23:59:59.9970,"Louisville, Kentucky",SV-D,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.001207
https://apply.usastaffing.gov/ViewQuestionnaire/12744182,837940800,Military Personnel and Administrative Specialist,NCDE256473374182R3,Department of the Army,301,Miscellaneous Administration And Program,2025-06-03 00:00:00.000,2025-08-05T23:59:59.9970,"Saint Louis, Missouri",GS-9,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.001484
https://apply.usastaffing.gov/ViewQuestionnaire/12743941,837941900,Dental Assistant,CBSU-12743941-25-BR,Department of Veterans Affairs,681,Dental Assistant,2025-06-02 10:37:30.927,2025-08-29T23:59:59.9970,"Aurora, Colorado",GS-6,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.001766
https://apply.usastaffing.gov/ViewQuestionnaire/12743942,837942000,Dental Assistant,CBSU-12743942-25-BR,Department of Veterans Affairs,681,Dental Assistant,2025-06-02 10:38:18.023,2025-08-29T23:59:59.9970,"Aurora, Colorado",GS-6,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.002038
https://apply.usastaffing.gov/ViewQuestionnaire/12743952,837942600,Advanced Practice Nurse - Urology,OCA-FY25-0610-Urology NP,Department of Veterans Affairs,610,Nurse,2025-06-05 00:00:00.000,2025-07-07T23:59:59.9970,"Fargo, North Dakota",VN-3,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.002318
https://apply.usastaffing.gov/ViewQuestionnaire/12744194,837943300,Heavy Mobile Equipment Repairer,SDDE255434094194HWS,Department of the Army,5803,Heavy Mobile Equipment Mechanic,2025-06-03 00:00:00.000,2025-09-30T23:59:59.9970,"Auburn, Maine",WG-8,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.002533
https://jobs.monstergovt.com/aoc/ros/rosDashboard.hms?O=1749&J=148032,837945100,Custodial Worker,SOB-2025-284,Legislative Branch,3566,Custodial Working,2025-06-02 11:02:48.667,2025-08-29T23:59:59.9970,"Washington, District of Columbia",WG-04,This is an Excepted Service position and does not require or confer civil service Competitive Status,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.002771
https://apply.usastaffing.gov/ViewQuestionnaire/12743452,837945400,"Staff Psychologist (Home-Based Primary Care) - EDRP, Recruitment/Relocation Incentive Authorized",CAZM-12743452-25-KSB,Department of Veterans Affairs,180,Psychology,2025-06-02 11:04:15.220,2025-07-31T23:59:59.9970,"Harlingen, Texas",GS-11/13,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.003111
https://apply.usastaffing.gov/ViewQuestionnaire/12744190,837946600,SUPERVISORY POLICE OFFICER (TITLE 32),IL-12744190-AF-25-022,Department of the Air Force,83,Police,2025-06-06 00:00:00.000,2026-06-05T23:59:59.9970,"Springfield, Illinois",GS-8,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.003350
https://apply.usastaffing.gov/ViewQuestionnaire/12743536,837949800,Food Service Worker (Full Time),CBSX-12743536-25-VPL,Department of Veterans Affairs,7408,Food Service Working,2025-06-02 11:30:10.793,2025-09-26T23:59:59.9970,"Albuquerque, New Mexico",WG-3,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.007956
https://apply.usastaffing.gov/ViewQuestionnaire/12742283,837955200,Supply Technician,CBSX-12742283-25-JLL,Department of Veterans Affairs,2005,Supply Clerical And Technician,2025-06-02 12:00:50.103,2025-09-02T23:59:59.9970,"Los Angeles, California",GS-5,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.008829
https://apply.usastaffing.gov/ViewQuestionnaire/12740928,837956300,Nurse Practitioner (Home Based Primary Care),OCA-CBSY-12740928-25-NCM,Department of Veterans Affairs,610,Nurse,2025-06-02 12:09:06.373,2025-09-02T23:59:59.9970,"Iowa City, Iowa",VN-00,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.009104
https://apply.usastaffing.gov/ViewQuestionnaire/12743747,837958100,Food Service Worker (Part Time),CBSX-12743747-25-MR,Department of Veterans Affairs,7408,Food Service Working,2025-06-02 12:32:38.963,2025-09-26T23:59:59.9970,"Albuquerque, New Mexico",WG-3,20 Hours,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.009303
https://apply.usastaffing.gov/ViewQuestionnaire/12743803,837966700,Purchasing Agent,CBSX-12743803-25-SLC,Department of Veterans Affairs,1105,Purchasing,2025-06-03 00:00:00.000,2025-09-02T23:59:59.9970,"Los Angeles, California",GS-6,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.010087
https://apply.usastaffing.gov/ViewQuestionnaire/12742427,837967700,Seized Property Specialist,HSI-12742427-ST-EM,Department of Homeland Security,1801,"General Inspection, Investigation, Enforcement, And Compliance Series",2025-06-02 14:09:42.230,2025-08-31T23:59:59.9970,"Phoenix, Arizona",GS-12,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.010454
https://apply.usastaffing.gov/ViewQuestionnaire/12743637,837972000,Child and Youth Program Assistant,25-FSY0849600SR,Department of the Air Force,1702,Education And Training Technician,2025-06-02 14:07:53.813,2025-09-02T23:59:59.9970,"Andrews AFB, Maryland",CY-1/2,Guaranteed 20 hours per week/ can work up to 40 hours per week,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.010915
https://apply.usastaffing.gov/ViewQuestionnaire/12742864,837972200,Health Technician (Ophthalmology),CBSV-12742864-25-DC,Department of Veterans Affairs,640,Health Aid And Technician,2025-06-02 00:00:00.000,2025-07-07T23:59:59.9970,"Walla Walla, Washington",GS-8,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.011183
https://apply.usastaffing.gov/ViewQuestionnaire/12744303,837977300,Advanced Medical Support Assistant,CBSY-12744303-25-MS,Department of Veterans Affairs,679,Medical Support Assistance,2025-06-03 00:00:00.000,2025-09-03T23:59:59.9970,"Omaha, Nebraska",GS-6,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.011496
https://apply.usastaffing.gov/ViewQuestionnaire/12744454,837978300,MOTOR VEHICLE OPERATOR (TITLE 32),IL-12744454-AR-25-026,Department of the Army,5703,Motor Vehicle Operating,2025-06-06 00:00:00.000,2026-06-05T23:59:59.9970,"North Riverside, Illinois",WG-6/8,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.011708
https://apply.usastaffing.gov/ViewQuestionnaire/12744294,837980900,POWERED SUPPORT SYSTEMS MECHANIC (Title 32),OK-12744294-AR-25-054,Department of the Air Force,5378,Powered Support Systems Mechanic,2025-06-03 00:00:00.000,2025-07-08T23:59:59.9970,"Tulsa, Oklahoma",WG-10,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.012002
https://apply.usastaffing.gov/ViewQuestionnaire/12744403,837982800,Motor Vehicle Operator (FSW) (Delivery Driver),25-8OFSWFE863078,Department of the Air Force,5703,Motor Vehicle Operating,2025-06-02 00:00:00.000,2025-08-01T23:59:59.9970,"Minot AFB, North Dakota",NA-5,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.012199
https://apply.usastaffing.gov/ViewQuestionnaire/12744326,837983300,Automotive Worker NA-08,O1NAFAI-25-12744326,Department of Defense,5823,Automotive Mechanic,2025-06-02 15:33:02.887,2025-09-01T23:59:59.9970,"New Cumberland Defense Logistics Center, Pennsylvania",NA-8,20 Hours with benefits,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.012365
https://apply.usastaffing.gov/ViewQuestionnaire/12741385,837984100,Clinical Laboratory Science,CBTB-12741385-25-SL,Department of Veterans Affairs,644,Clinical Laboratory Science,2025-06-03 00:00:00.000,2025-09-30T23:59:59.9970,"Tuscaloosa, Alabama",GS-11,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.012882
https://apply.usastaffing.gov/ViewQuestionnaire/12744514,837984600,Aircraft Mechanic Inspector/Instructor,25-6ZFSWA861884,Department of the Air Force,8852,Aircraft Mechanic,2025-06-02 15:40:22.273,2025-09-02T23:59:59.9970,"Edwards AFB, California",NA-11,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.013127
https://jobs.monstergovt.com/dot/ros/rosDashboard.hms?O=2&J=92191,837985600,Admissions Assistant (Open to both U.S. Citizens and Federal Employees),MARAD.MMA-2025-0020,Department of Transportation,303,Miscellaneous Clerk And Assistant,2025-06-03 00:00:00.000,2025-12-01T23:59:59.9970,"Kings Point, New York",GS-06/07,Full Time,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.013394
https://apply.usastaffing.gov/ViewQuestionnaire/12743322,837986400,CYS Assistant Director NF-03,C2SCNAFCY-25-12743322,Department of the Army,1701,General Education And Training,2025-06-02 00:00:00.000,2025-07-14T23:59:59.9970,"Yuma Proving Ground, Arizona",NF-3,This is a Regular Full-Time position with a minimum work week of 40 hours and eligible for benefits.,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.013646
https://apply.usastaffing.gov/ViewQuestionnaire/12743749,837987700,Medical Instrument Technician (Echocardiography),CBTB-12743749-25-LI,Department of Veterans Affairs,649,Medical Instrument Technician,2025-06-02 16:01:44.670,2025-09-30T23:59:59.9970,"Huntsville, Alabama",GS-8,7am - 4pm or 8am - 4:30pm possible Saturday clinics,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.013915
https://apply.usastaffing.gov/ViewQuestionnaire/12744204,837990800,Security Guard,MCGL256193254204HD,Department of the Army,85,Security Guard,2025-06-03 09:50:12.573,2025-08-04T23:59:59.9970,"Tooele Army Depot, Utah",GS-6,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.014741
https://apply.usastaffing.gov/ViewQuestionnaire/12743828,837994100,Clinical Laboratory Scientist - Off Shift - Open Continuous Announcement,CBSX-12743828-25-IQ,Department of Veterans Affairs,644,Clinical Laboratory Science,2025-06-02 00:00:00.000,2025-09-02T23:59:59.9970,"Albuquerque, New Mexico",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.015016
https://apply.usastaffing.gov/ViewQuestionnaire/12743063,837995700,Physician Assistant - Home-Based Primary Care,OCA-CBSW-12743063-25-MF,Department of Veterans Affairs,603,Physician Assistant,2025-06-02 00:00:00.000,2025-09-30T23:59:59.9970,"Fresno, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.015302
https://apply.usastaffing.gov/ViewQuestionnaire/12744041,837996400,Recreation Assistant (Facilities Operator) NF-02,O3NAFEW-25-12744041,Department of the Army,189,Recreation Aid And Assistant,2025-06-02 18:06:13.023,2025-08-29T23:59:59.9970,"Fort Shafter, Hawaii",NF-2,Guaranteed 20 Work Hours,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.015468
https://apply.usastaffing.gov/ViewQuestionnaire/12744047,837998500,Cook NA-06,O3NAFEW-25-12744047,Department of the Army,7404,Cooking,2025-06-02 00:00:00.000,2025-08-26T23:59:59.9970,"Fort Shafter, Hawaii",NA-6,20 Hours,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.015630
https://apply.usastaffing.gov/ViewQuestionnaire/12744627,837998900,Child and Youth Program Assistant,25-8TFSYCW862275,Department of the Air Force,1702,Education And Training Technician,2025-06-03 00:00:00.000,2025-09-01T23:59:59.9970,"Kadena Air Base Okinawa, Japan",CY-1/2,,Competitive,current_jobs_2025.parquet,2025-07-29T21:11:27.015841
https://apply.usastaffing.gov/ViewQuestionnaire/12744678,838007000,Transportation Security officer,12744678-TVC-FT-PT,Department of Homeland Security,1802,Compliance Inspection And Support,2025-06-03 00:00:00.000,2025-08-06T23:59:59.9970,"Traverse City, Michigan",SV-D,,Excepted,current_jobs_2025.parquet,2025-07-29T21:11:27.016605
